name,age,city_tier,employment_type,monthly_income,other_income,bank_avg_balance_6m,job_tenure_months,cibil_score,past_defaults,inquiries_6m,existing_emi,dti,loan_amount_requested,tenure_requested_months,insurer_present,co_applicant,loan_status,approved_amount,interest_rate,loan_type,vehicle_type,vehicle_price,down_payment,co_applicant_income,property_value,ltv,property_age,builder_grade,legal_issue_flag,tenure_years,academic_score,entrance_score,course_level,course_stream,institute_tier,country,parent_income,parent_existing_emi,parent_dti,parent_cibil,tuition_fee,living_expenses,moratorium_years,business_vintage_years,business_type,annual_revenue,net_profit_margin,cashflow_stability,owner_income,owner_cibil,existing_loan_emi,industry_risk,collateral_value,collateral_flag,requested_amount,loan_tenure_years
Rohan Gupta,19,,,,,,,,,,,,500126,,,,1,376374,12.47,Education Loan,,,88310,,,,,,,7,67.25,558,PG,Arts,Tier2,India,57261,1171,0.02,841,502686,85750,3,,,,,,,,,,,,,
Aaditya Khan,25,,,,,,,,,,,,4231297,,,,1,3430953,11.89,Education Loan,,,765803,,,,,,,10,90.74,788,PG,Medical,ForeignOther,Austr,44900,4627,0.103,733,4689445,307655,3,,,,,,,,,,,,,
Meera Verma,21,,,,,,,,,,,,2903840,,,,1,2473383,11.48,Education Loan,,,107823,,,,,,,15,86.49,529,PhD,Law,ForeignTop,USA,82115,1955,0.024,783,1537637,1474026,0,,,,,,,,,,,,,
Kabir Kapoor,33,,,,,,,,,,,,926101,,,,1,653574,12.94,Education Loan,,,185556,,,,,,,12,61.64,579,PG,Medical,Tier3,India,37020,8941,0.242,677,969809,141848,2,,,,,,,,,,,,,
Rohan Yadav,30,,,,,,,,,,,,499766,,,,1,383905,12.32,Education Loan,,,139658,,,,,,,12,69.4,730,PG,Arts,Tier3,India,32240,8854,0.275,727,567670,71754,2,,,,,,,,,,,,,
Meera Singh,19,,,,,,,,,,,,1300932,,,,1,1154540,11.13,Education Loan,,,14043,,,,,,,10,60.78,568,PhD,Medical,Tier3,India,74176,3397,0.046,813,1125779,189196,3,,,,,,,,,,,,,
Vivek Kapoor,17,,,,,,,,,,,,828041,,,,1,590882,12.86,Education Loan,,,99577,,,,,,,12,77.44,392,UG,Medical,Tier3,India,26671,4095,0.154,706,666338,261280,2,,,,,,,,,,,,,
Yash Kapoor,17,,,,,,,,,,,,404208,,,,1,334345,11.73,Education Loan,,,40468,,,,,,,15,76.67,450,UG,Arts,Tier1,India,120370,21967,0.182,732,195694,248982,3,,,,,,,,,,,,,
Meera Sharma,19,,,,,,,,,,,,1200420,,,,1,917652,12.36,Education Loan,,,90625,,,,,,,12,89.1,455,UG,Other,Tier3,India,62000,9153,0.148,779,1197264,93781,2,,,,,,,,,,,,,
Neha Patel,34,,,,,,,,,,,,672082,,,,0,0,,Education Loan,,,46171,,,,,,,15,70.77,499,UG,Medical,Tier1,India,68698,3326,0.048,675,500062,218191,1,,,,,,,,,,,,,
Meera Kapoor,26,,,,,,,,,,,,681055,,,,1,501485,12.64,Education Loan,,,129945,,,,,,,7,88.57,513,UG,Management,Tier3,India,39790,6668,0.168,590,705874,105126,2,,,,,,,,,,,,,
Mohit Kapoor,19,,,,,,,,,,,,878732,,,,1,694414,12.1,Education Loan,,,285441,,,,,,,15,93.88,700,Diploma,Management,Tier3,India,52118,15660,0.3,735,1059621,104552,3,,,,,,,,,,,,,
Suresh Jain,24,,,,,,,,,,,,696568,,,,1,511019,12.66,Education Loan,,,137389,,,,,,,5,63.09,475,UG,Medical,Tier3,India,49331,1401,0.028,779,565439,268518,3,,,,,,,,,,,,,
Neha Yadav,30,,,,,,,,,,,,260284,,,,0,0,,Education Loan,,,31353,,,,,,,5,87.71,534,PG,Other,Tier1,India,46454,1490,0.032,639,179220,112417,1,,,,,,,,,,,,,
Amit Patel,34,,,,,,,,,,,,602715,,,,1,511948,11.51,Education Loan,,,136586,,,,,,,5,80.65,612,UG,Law,Tier2,India,75824,10760,0.142,760,623489,115812,2,,,,,,,,,,,,,
Rohan Reddy,31,,,,,,,,,,,,1316733,,,,1,994315,12.45,Education Loan,,,155658,,,,,,,10,76.8,489,PhD,Arts,Tier2,India,48761,18368,0.377,761,1422228,50163,1,,,,,,,,,,,,,
Anjali Sharma,18,,,,,,,,,,,,1074108,,,,1,853754,12.05,Education Loan,,,191987,,,,,,,10,74.72,718,Diploma,Management,Tier2,India,85438,22849,0.267,584,998428,267667,0,,,,,,,,,,,,,
Suresh Reddy,26,,,,,,,,,,,,1142761,,,,1,931394,11.85,Education Loan,,,145459,,,,,,,10,87.46,594,UG,Law,Tier1,India,126580,34362,0.271,664,1040071,248149,1,,,,,,,,,,,,,
Ravi Yadav,18,,,,,,,,,,,,4707109,,,,1,3637431,12.27,Education Loan,,,257565,,,,,,,15,82.38,447,PhD,Medical,ForeignTop,Canad,52611,7616,0.145,696,4520209,444465,1,,,,,,,,,,,,,
Vivek Yadav,33,,,,,,,,,,,,536454,,,,1,425442,12.07,Education Loan,,,79701,,,,,,,10,88.18,657,UG,Law,Tier3,India,63808,15152,0.237,709,378589,237566,2,,,,,,,,,,,,,
Yash Verma,24,,,,,,,,,,,,659214,,,,1,505378,12.33,Education Loan,,,114465,,,,,,,7,91.61,564,PG,Engineering,Tier2,India,69487,282,0.004,675,685667,88012,1,,,,,,,,,,,,,
Meera Patel,17,,,,,,,,,,,,1192031,,,,1,961657,11.93,Education Loan,,,123866,,,,,,,5,81.6,567,UG,Management,Tier2,India,105288,26789,0.254,672,1151316,164581,2,,,,,,,,,,,,,
Neha Yadav,25,,,,,,,,,,,,313585,,,,1,237720,12.42,Education Loan,,,66142,,,,,,,15,94.32,541,Diploma,Medical,Tier2,India,57934,21164,0.365,820,241922,137805,0,,,,,,,,,,,,,
Kabir Kapoor,27,,,,,,,,,,,,559367,,,,1,405324,12.75,Education Loan,,,3071,,,,,,,5,81.28,549,UG,Arts,Tier3,India,39275,9624,0.245,714,488994,73444,1,,,,,,,,,,,,,
Rohan Kapoor,32,,,,,,,,,,,,612260,,,,0,0,,Education Loan,,,46120,,,,,,,10,82.28,683,PG,Other,Tier3,India,28341,9905,0.349,678,486847,171533,1,,,,,,,,,,,,,
Vivek Yadav,23,,,,,,,,,,,,6292321,,,,1,4680161,12.56,Education Loan,,,95339,,,,,,,15,79.42,351,PG,Medical,ForeignTop,Austr,58550,16955,0.29,718,5587028,800632,1,,,,,,,,,,,,,
Amit Verma,26,,,,,,,,,,,,1193914,,,,1,858025,12.81,Education Loan,,,338617,,,,,,,12,63.19,467,UG,Arts,Tier2,India,48790,2353,0.048,752,1472516,60015,1,,,,,,,,,,,,,
Ritika Sharma,19,,,,,,,,,,,,3810364,,,,1,3102785,11.86,Education Loan,,,881959,,,,,,,7,85.42,338,UG,Other,ForeignOther,USA,110250,39798,0.361,723,4187199,505124,1,,,,,,,,,,,,,
Sarthak Kapoor,34,,,,,,,,,,,,4803652,,,,0,0,,Education Loan,,,441719,,,,,,,10,79.16,677,UG,Other,ForeignTop,Austr,104247,2771,0.027,708,4443597,801774,2,,,,,,,,,,,,,
Sarthak Jain,29,,,,,,,,,,,,389478,,,,0,0,,Education Loan,,,71170,,,,,,,10,75.78,436,UG,Medical,Tier2,India,34141,7292,0.214,681,351111,109537,1,,,,,,,,,,,,,
Kiran Gupta,23,,,,,,,,,,,,4994635,,,,0,0,,Education Loan,,,487553,,,,,,,7,91.87,749,PG,Law,ForeignTop,Austr,42231,2401,0.057,680,4104630,1377558,1,,,,,,,,,,,,,
Anjali Verma,20,,,,,,,,,,,,366966,,,,1,281300,12.33,Education Loan,,,58676,,,,,,,7,70.43,563,UG,Law,Tier1,India,61844,290,0.005,684,258625,167017,1,,,,,,,,,,,,,
Kabir Singh,29,,,,,,,,,,,,741001,,,,1,600696,11.89,Education Loan,,,90615,,,,,,,12,78.33,700,UG,Other,Tier3,India,94931,16026,0.169,740,665041,166575,3,,,,,,,,,,,,,
Kunal Yadav,17,,,,,,,,,,,,1233044,,,,1,981191,12.04,Education Loan,,,140139,,,,,,,10,84.42,789,UG,Law,Tier2,India,61425,7249,0.118,660,1133039,240144,3,,,,,,,,,,,,,
Mohit Khan,24,,,,,,,,,,,,3719058,,,,1,2879591,12.26,Education Loan,,,1324640,,,,,,,10,87.88,720,PG,Engineering,ForeignTop,Austr,43819,8518,0.194,744,4723787,319911,2,,,,,,,,,,,,,
Kabir Patel,30,,,,,,,,,,,,3608644,,,,1,2676374,12.58,Education Loan,,,204660,,,,,,,5,76.08,733,UG,Other,ForeignTop,Austr,58528,13513,0.231,805,2719242,1094062,1,,,,,,,,,,,,,
Aaditya Singh,32,,,,,,,,,,,,721487,,,,1,552680,12.34,Education Loan,,,21143,,,,,,,15,89.47,504,UG,Other,Tier3,India,44288,775,0.017,740,585134,157496,1,,,,,,,,,,,,,
Shruti Sharma,30,,,,,,,,,,,,740732,,,,0,0,,Education Loan,,,115153,,,,,,,15,86.91,576,UG,Arts,Tier3,India,75062,3693,0.049,698,656657,199228,3,,,,,,,,,,,,,
Neha Khan,28,,,,,,,,,,,,633205,,,,0,0,,Education Loan,,,136671,,,,,,,5,62.32,427,UG,Law,Tier2,India,42274,9446,0.223,642,469987,299889,1,,,,,,,,,,,,,
Yash Sharma,31,,,,,,,,,,,,585908,,,,1,427995,12.7,Education Loan,,,43920,,,,,,,15,61.61,398,PG,Other,Tier1,India,47239,6484,0.137,815,387466,242362,1,,,,,,,,,,,,,
Meera Verma,18,,,,,,,,,,,,911275,,,,1,748857,11.78,Education Loan,,,14447,,,,,,,7,81.73,553,UG,Engineering,Tier2,India,89048,25973,0.292,650,776256,149466,1,,,,,,,,,,,,,
Kabir Jain,18,,,,,,,,,,,,684388,,,,1,477566,13.02,Education Loan,,,48447,,,,,,,15,72.16,598,UG,Arts,Tier2,India,40791,10643,0.261,771,475947,256888,1,,,,,,,,,,,,,
Amit Singh,,Metro,,,,,,,0,,,0.032,,,,,1,2566343,15.42,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Retail,12263058,0.039,0.915,127472,758,4049,0.992,21600946,1,3397568,10
Shruti Jain,,Metro,,,,,,,0,,,0.293,,,,,1,7583342,13.11,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,Retail,36546709,0.059,0.831,60929,651,17828,0.59,49018437,1,8759472,1
Rohan Reddy,,Metro,,,,,,,0,,,0.075,,,,,1,2665778,15.75,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,Service,18705265,0.059,0.321,58862,818,4413,0.966,3375127,1,3727750,3
Sarthak Khan,,Metro,,,,,,,0,,,0.343,,,,,1,5692110,12.12,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Manufacturing,31799139,0.234,0.449,106335,651,36502,0.168,25935050,1,6790171,3
Yash Yadav,,Urban,,,,,,,0,,,0.328,,,,,1,6750531,13.51,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,10,Service,31859721,0.266,0.399,109489,738,35871,0.429,8968234,1,8674828,3
Amit Yadav,,Rural,,,,,,,0,,,0.216,,,,,1,4589328,12.19,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Service,27020847,0.213,0.795,56928,675,12315,0.303,48533827,1,5261005,10
Priya Singh,,Metro,,,,,,,0,,,0.284,,,,,1,738083,13.69,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,IT,4969344,0.338,0.227,59495,716,16902,0.276,5665175,1,1034110,4
Ritika Yadav,,Metro,,,,,,,0,,,0.126,,,,,1,3260938,11.94,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Trading,41847474,0.144,0.656,62955,740,7916,0.227,20180050,1,3729413,4
Vivek Khan,,Metro,,,,,,,1,,,0.188,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Service,16378613,0.114,0.81,36389,739,6858,0.66,36894249,1,2759474,7
Kiran Khan,,Metro,,,,,,,0,,,0.329,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,Retail,9732666,0.307,0.901,47034,745,15458,0.803,35227721,1,2229747,3
Kunal Yadav,,Urban,,,,,,,0,,,0.184,,,,,1,218521,14.49,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Retail,2518370,0.094,0.474,44896,817,8248,0.62,21136432,1,296502,4
Priya Yadav,,Urban,,,,,,,0,,,0.143,,,,,1,2596361,12.02,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Manufacturing,29749201,0.338,0.857,50805,747,7271,0.232,17326208,1,2991685,4
Rahul Patel,,Metro,,,,,,,0,,,0.198,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,10,Manufacturing,34039436,0.024,0.289,69133,705,13667,0.83,19880619,1,4372594,5
Sana Patel,,Metro,,,,,,,0,,,0.331,,,,,1,107869,14.62,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,10,Retail,1321098,0.34,0.877,75855,778,25131,0.672,13213813,1,145816,10
Sarthak Reddy,,Metro,,,,,,,0,,,0.134,,,,,1,2107657,13.49,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Retail,25848606,0.034,0.302,108763,791,14583,0.449,10266647,1,2681228,7
Yash Singh,,Rural,,,,,,,0,,,0.07,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,MSME,11711541,0.314,0.518,45041,646,3131,0.707,24151985,1,1829492,4
Yash Jain,,Rural,,,,,,,0,,,0.285,,,,,1,7798076,12.32,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,Service,32436053,0.194,0.838,94608,756,26945,0.334,13426688,1,8983477,7
Shruti Verma,,Metro,,,,,,,0,,,0.33,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Retail,9131138,0.348,0.32,64650,762,21360,0.411,14373083,1,1614065,3
Sarthak Patel,,Metro,,,,,,,0,,,0.04,,,,,1,2516243,15.3,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Service,34701418,0.044,0.383,68763,702,2768,0.926,32837803,1,3365347,1
Kunal Gupta,,Rural,,,,,,,0,,,0.096,,,,,1,1064369,13.26,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Manufacturing,19643400,0.203,0.778,86870,803,8335,0.361,48426867,1,1360166,3
Amit Reddy,,Rural,,,,,,,0,,,0.057,,,,,1,8788029,13.2,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,5,Service,46868134,0.34,0.776,41932,711,2381,0.523,30181860,1,10500292,3
Amit Yadav,,Metro,,,,,,,0,,,0.139,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Service,7307287,0.193,0.713,79560,728,11073,0.901,3848973,1,1064669,4
Sarthak Sharma,,Metro,,,,,,,0,,,0.18,,,,,1,3346201,14.68,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,Service,17382784,0.228,0.755,74161,710,13359,0.737,3779181,1,4440567,5
Aaditya Patel,,Metro,,,,,,,0,,,0.3,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,Service,6116939,0.25,0.634,82311,721,24655,0.156,47571161,1,1314394,10
Anjali Reddy,,Urban,,,,,,,0,,,0.26,,,,,1,9402900,12.54,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,MSME,46272334,0.17,0.401,77229,654,20115,0.233,14864540,1,11524604,4
Vivek Sharma,,Metro,,,,,,,0,,,0.248,,,,,1,4372686,11.88,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,Trading,43928298,0.227,0.477,131383,634,32632,0.107,4603349,1,5182947,4
Sarthak Gupta,,Metro,,,,,,,0,,,0.141,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,5,Service,13268111,0.213,0.345,54057,816,7619,0.668,29952229,1,2959979,2
Sarthak Verma,,Urban,,,,,,,0,,,0.337,,,,,1,3228260,13.12,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,Service,33169210,0.317,0.927,56725,669,19092,0.503,31182439,1,3848142,1
Vivek Jain,,Metro,,,,,,,1,,,0.189,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Service,40952499,0.035,0.667,54421,661,10259,0.221,32425241,1,11661925,5
Sana Singh,,Urban,,,,,,,0,,,0.392,,,,,1,4017291,16.02,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Retail,27982440,0.113,0.521,56113,591,21976,0.962,13370101,1,5850948,4
Suresh Kapoor,,Metro,,,,,,,0,,,0.254,,,,,1,2878991,13.51,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,Retail,26717704,0.334,0.57,54065,682,13714,0.577,755534,1,3503438,7
Vivek Sharma,,Metro,,,,,,,0,,,0.051,,,,,1,1261116,12.34,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Manufacturing,12471688,0.314,0.958,99725,641,5037,0.318,48250768,1,1463901,3
Neha Singh,,Urban,,,,,,,0,,,0.27,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,Service,5108587,0.17,0.323,105513,819,28538,0.551,12544652,1,499271,1
Mohit Yadav,,Metro,,,,,,,0,,,0.13,,,,,1,8411281,13.76,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,5,Service,44912180,0.225,0.669,55731,781,7247,0.712,33801314,1,10045069,4
Sana Reddy,,Rural,,,,,,,0,,,0.275,,,,,1,4017858,11.99,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,Retail,45070694,0.112,0.605,49191,679,13504,0.169,35331493,1,4717951,3
Kunal Khan,,Urban,,,,,,,0,,,0.028,,,,,1,5367009,12.56,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,MSME,31838522,0.082,0.689,81785,855,2278,0.347,30500371,1,6330320,1
Vivek Khan,,Metro,,,,,,,0,,,0.07,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,MSME,17281975,0.173,0.214,56194,779,3931,0.826,15645370,1,2007453,5
Neha Gupta,,Urban,,,,,,,0,,,0.342,,,,,1,2944891,13.86,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,0,IT,17785874,0.137,0.898,85823,701,29377,0.514,13554813,1,3832718,2
Yash Yadav,,Metro,,,,,,,0,,,0.091,,,,,1,8404463,12.68,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,10,Service,36434806,0.213,0.946,75073,570,6822,0.592,29883414,1,9244783,5
Yash Sharma,,Rural,,,,,,,0,,,0.335,,,,,1,10011659,12.35,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,10,Trading,44906958,0.046,0.652,32106,857,10750,0.49,43304782,1,10980035,3
Amit Reddy,,Metro,,,,,,,0,,,0.112,,,,,1,9501316,11.51,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Manufacturing,44410778,0.342,0.757,108688,637,12142,0.14,47336686,1,10668039,3
Kiran Kapoor,,Urban,,,,,,,0,,,0.257,,,,,1,3403455,11.77,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,IT,39103840,0.345,0.938,114897,621,29546,0.249,5295290,1,3790359,4
Shruti Yadav,,Metro,,,,,,,0,,,0.278,,,,,1,2034014,12.76,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Manufacturing,32280566,0.25,0.766,54680,781,15182,0.501,7741431,1,2327307,7
Sana Reddy,,Metro,,,,,,,0,,,0.205,,,,,1,758316,13.63,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,IT,4664928,0.197,0.322,60307,866,12367,0.288,47236813,1,1048383,4
Sana Patel,,Rural,,,,,,,0,,,0.122,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Retail,8500621,0.122,0.661,77147,803,9422,0.145,36826761,1,1207826,7
Kabir Khan,,Rural,,,,,,,0,,,0.085,,,,,1,6131869,13.95,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,Trading,44978432,0.289,0.685,78361,754,6665,0.859,44149691,1,7110485,2
Amit Jain,,Metro,,,,,,,0,,,0.013,,,,,1,1453183,14.71,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,MSME,30518238,0.246,0.539,86464,756,1148,0.983,10131632,1,1763566,7
Meera Jain,,Metro,,,,,,,0,,,0.122,,,,,1,81889,14.98,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Manufacturing,955254,0.074,0.789,120255,771,14620,0.814,29379294,1,109753,3
Shruti Yadav,,Rural,,,,,,,0,,,0.261,,,,,1,229295,15.5,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,Service,5522841,0.321,0.947,65576,766,17133,0.868,35056980,1,322639,5
Yash Gupta,,Rural,,,,,,,0,,,0.375,,,,,1,7504971,12.61,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,MSME,33343338,0.291,0.94,50043,737,18782,0.318,34005594,1,8995914,5
Shruti Reddy,,Metro,,,,,,,0,,,0.348,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Service,750548,0.333,0.561,35517,726,12377,0.965,20407585,1,83198,10
Sana Kapoor,,Urban,,,,,,,0,,,0.306,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Trading,8459999,0.259,0.291,51727,716,15850,0.277,769745,1,1601768,4
Rohan Sharma,,Metro,,,,,,,0,,,0.315,,,,,1,1422629,14.26,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,Service,27662323,0.222,0.988,69172,675,21815,0.956,29146303,1,1652681,2
Sarthak Khan,,Rural,,,,,,,1,,,0.266,,,,,1,5837145,15.23,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Retail,34748812,0.158,0.871,114864,703,30553,0.995,12655077,1,7530479,1
Priya Reddy,,Metro,,,,,,,0,,,0.104,,,,,1,3300428,14.52,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,Retail,32772082,0.328,0.3,57060,618,5941,0.741,22512712,1,4285174,7
Rohan Khan,,Metro,,,,,,,0,,,0.363,,,,,1,2526441,15.02,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Retail,11601331,0.306,0.937,75595,714,27432,0.983,47879051,1,3184331,4
Anjali Singh,,Urban,,,,,,,0,,,0.268,,,,,1,8804216,12.79,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,2,IT,35752871,0.035,0.896,69589,661,18670,0.613,19951766,1,9725837,7
Mohit Singh,,Metro,,,,,,,0,,,0.224,,,,,1,1188792,13.61,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Retail,12243830,0.029,0.615,99710,654,22353,0.334,41990080,1,1607892,3
Yash Reddy,,Urban,,,,,,,0,,,0.044,,,,,1,3695454,13.39,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Service,16607285,0.144,0.673,133173,731,5912,0.493,9427030,1,4570993,3
Shruti Kapoor,,Metro,,,,,,,0,,,0.179,,,,,1,9513270,13.41,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Service,37451325,0.287,0.519,56728,804,10144,0.634,33623025,1,11199422,1
Sarthak Reddy,,Metro,,,,,,,0,,,0.184,,,,,1,6802217,12.37,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Service,32656829,0.346,0.244,57764,775,10637,0.166,48850348,1,8371706,10
Sana Yadav,,Metro,,,,,,,0,,,0.346,,,,,1,8738768,14.12,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,Trading,42536559,0.07,0.468,96104,626,33235,0.66,5094655,1,11111308,5
Ravi Singh,,Urban,,,,,,,0,,,0.219,,,,,1,2811269,15.37,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,MSME,33051838,0.216,0.842,87047,661,19034,0.983,415997,0,3710141,10
Priya Yadav,,Metro,,,,,,,0,,,0.152,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Service,28631276,0.146,0.204,116168,776,17676,0.271,21679140,1,5559495,3
Yash Gupta,,Urban,,,,,,,0,,,0.391,,,,,1,236919,15.54,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Trading,5136901,0.34,0.467,84598,661,33054,0.813,4631274,1,343217,5
Suresh Gupta,,Rural,,,,,,,0,,,0.044,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,13,IT,18701932,0.298,0.519,61018,707,2702,0.917,37419217,1,1378884,5
Ravi Kapoor,,Urban,,,,,,,0,,,0.169,,,,,1,3016987,15.46,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,Service,13627517,0.297,0.63,84766,753,14327,0.949,45727433,1,4084482,3
Priya Yadav,,Metro,,,,,,,0,,,0.017,,,,,1,1382464,14.54,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,MSME,12577487,0.175,0.936,97718,662,1643,0.964,21701049,1,1655950,7
Ritika Yadav,,Metro,,,,,,,0,,,0.296,,,,,1,9445236,13.52,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,8,Retail,48664022,0.157,0.477,90512,726,26788,0.569,12935582,1,11535611,10
Ritika Kapoor,,Metro,,,,,,,0,,,0.367,,,,,1,3475207,16.02,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,9,Manufacturing,19958337,0.11,0.478,82682,640,30363,0.98,21720166,1,5022840,7
Suresh Verma,,Metro,,,,,,,1,,,0.112,,,,,1,10862023,13.15,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,4,Trading,44656304,0.039,0.79,96667,684,10828,0.782,36172391,1,11811852,5
Kiran Gupta,,Metro,,,,,,,0,,,0.343,,,,,1,6944992,13.43,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,1,Service,31741362,0.305,0.562,99232,739,34070,0.246,452708,0,9503588,3
Vivek Singh,,Urban,,,,,,,0,,,0.117,,,,,1,3440242,13.76,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,3,Trading,39843160,0.288,0.38,104554,624,12221,0.529,29472699,1,4397654,3
Suresh Kapoor,,Metro,,,,,,,0,,,0.364,,,,,1,1161444,14.62,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Trading,25380536,0.35,0.562,86218,746,31410,0.746,30664584,1,1525058,10
Sana Sharma,,Metro,,,,,,,0,,,0.302,,,,,1,3543054,12.99,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Manufacturing,29056742,0.349,0.313,65822,719,19851,0.323,31884412,1,4439809,1
Amit Khan,,Metro,,,,,,,0,,,0.322,,,,,1,1546991,14.5,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Trading,24879626,0.203,0.341,73668,753,23718,0.677,12101104,1,2053071,5
Anjali Patel,,Urban,,,,,,,1,,,0.007,,,,,1,405741,14.92,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,6,Service,10164528,0.274,0.599,100163,733,721,0.7,35702636,1,565214,5
Kiran Jain,,Metro,,,,,,,0,,,0.385,,,,,0,0,,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,11,Service,36261380,0.332,0.535,49577,802,19093,0.246,4569574,1,5080463,5
Ravi Patel,,Urban,,,,,,,0,,,0.291,,,,,1,2726920,14.13,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,12,Service,14398232,0.3,0.932,79217,728,23026,0.609,9963517,1,3541023,10
Ritika Verma,,Metro,,,,,,,0,,,0.122,,,,,1,225758,15.46,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,7,MSME,1703640,0.102,0.49,60167,694,7334,0.794,43873502,1,326324,3
Mohit Jain,,Rural,,,,,,,0,,,0.332,,,,,1,3424997,13.41,Business Loan,,,,,,,,,,,,,,,,,,,,,,,,14,Manufacturing,32450879,0.169,0.664,70719,727,23462,0.549,36936158,1,4160024,3
